,0
1498,GO:0006555
1499,GO:0006556
1500,GO:0046500
1501,GO:1901576
1502,GO:0006560
1503,GO:0006561
1504,GO:0006566
1505,GO:0006586
1506,GO:0006573
1507,GO:0044106
1508,GO:0006577
1509,GO:0042398
1510,GO:0044270
1511,GO:1901575
1512,GO:0018958
1513,GO:0019748
1514,GO:0042440
1515,GO:0042430
1516,GO:0006591
1517,GO:0006595
1518,GO:0006596
1519,GO:0006605
1520,GO:0006886
1521,GO:0006606
1522,GO:0017038
1523,GO:0034504
1524,GO:0072594
1525,GO:0006612
1526,GO:0090150
1527,GO:0045047
1528,GO:0065002
1529,GO:0007034
1530,GO:0072666
1531,GO:0006839
1532,GO:0072655
1533,GO:0006629
1534,GO:0008610
1535,GO:0046184
1536,GO:0006635
1537,GO:0033559
1538,GO:0009150
1539,GO:0033875
1540,GO:0034032
1541,GO:0035383
1542,GO:0006638
1543,GO:0006639
1544,GO:0046486
1545,GO:0006643
1546,GO:0006644
1547,GO:0006646
1548,GO:0046337
1549,GO:0046474
1550,GO:0006650
1551,GO:1903509
1552,GO:0006665
1553,GO:0034311
1554,GO:1901568
1555,GO:0006694
1556,GO:0008202
1557,GO:0008203
1558,GO:0016126
1559,GO:1901617
1560,GO:0044249
1561,GO:0042181
1562,GO:0016042
1563,GO:0046164
1564,GO:0006721
1565,GO:0034754
1566,GO:0006720
1567,GO:0046148
1568,GO:0042559
1569,GO:0006730
1570,GO:0008152
1571,GO:0006739
1572,GO:0006741
1573,GO:0019359
1574,GO:0046496
1575,GO:0006743
1576,GO:1901661
1577,GO:0006744
1578,GO:1901663
1579,GO:0006749
1580,GO:0006753
1581,GO:0055086
1582,GO:0006754
1583,GO:0046940
1584,GO:0006760
1585,GO:0042558
1586,GO:0009396
1587,GO:0006766
1588,GO:0006767
1589,GO:0006768
1590,GO:0072524
1591,GO:0006771
1592,GO:0042726
1593,GO:0006772
1594,GO:0042723
1595,GO:0006777
1596,GO:0019720
1597,GO:0090407
1598,GO:0006778
1599,GO:0033013
1600,GO:0006779
1601,GO:0033014
1602,GO:0006782
1603,GO:0046501
1604,GO:0006783
1605,GO:0042168
1606,GO:0044248
1607,GO:0006801
1608,GO:0006805
1609,GO:0006807
1610,GO:0006810
1611,GO:0051234
1612,GO:0006811
1613,GO:0006813
1614,GO:0015672
1615,GO:0070838
1616,GO:0006817
1617,GO:0006820
1618,GO:0006821
1619,GO:0072511
1620,GO:0006826
1621,GO:0006829
1622,GO:0006835
1623,GO:0046942
1624,GO:0015695
1625,GO:0015850
1626,GO:0015718
1627,GO:1990542
1628,GO:0070588
1629,GO:0015909
1630,GO:0055085
1631,GO:0008643
1632,GO:0015931
1633,GO:0071705
1634,GO:0042886
1635,GO:0071702
1636,GO:0006873
1637,GO:0006874
1638,GO:0006875
1639,GO:0055074
1640,GO:0072503
1641,GO:0030003
1642,GO:0055065
1643,GO:0046916
1644,GO:0006879
1645,GO:0055072
1646,GO:0030004
1647,GO:0008361
1648,GO:0019725
1649,GO:0006885
1650,GO:0055067
1651,GO:0015031
1652,GO:0006887
1653,GO:0016192
1654,GO:0032940
1655,GO:0006888
1656,GO:0048193
1657,GO:0006892
1658,GO:0016482
1659,GO:0006897
1660,GO:0006898
1661,GO:0008037
1662,GO:0006913
1663,GO:0051169
1664,GO:0061919
1665,GO:0006915
1666,GO:0043280
1667,GO:0022411
1668,GO:0006928
1669,GO:0120031
1670,GO:0031589
1671,GO:0007162
1672,GO:0006935
1673,GO:0006936
1674,GO:0006937
1675,GO:0090257
1676,GO:0019054
1677,GO:0050896
1678,GO:0006970
1679,GO:0009628
1680,GO:0033554
1681,GO:0034976
1682,GO:0071216
1683,GO:0035966
1684,GO:0009267
1685,GO:0006996
1686,GO:0007006
1687,GO:0007015
1688,GO:0097435
1689,GO:1902904
1690,GO:0031345
1691,GO:0120035
1692,GO:0007030
1693,GO:0034329
1694,GO:0007052
1695,GO:1902850
1696,GO:0007059
1697,GO:0033045
1698,GO:0045893
1699,GO:0030261
1700,GO:0007088
1701,GO:0007346
1702,GO:0010564
1703,GO:0051783
1704,GO:0007093
1705,GO:0045930
1706,GO:1901990
1707,GO:0016049
1708,GO:0022610
1709,GO:0098609
1710,GO:0048523
1711,GO:0007163
1712,GO:0007167
1713,GO:0007169
1714,GO:0010469
1715,GO:0007178
1716,GO:0007187
1717,GO:0007188
1718,GO:0007189
1719,GO:0019933
1720,GO:0050790
1721,GO:0007204
1722,GO:0051480
1723,GO:0007218
1724,GO:0051091
1725,GO:0018108
1726,GO:0019932
1727,GO:0007264
1728,GO:0007265
1729,GO:0023052
1730,GO:0098916
1731,GO:0007276
1732,GO:0048609
1733,GO:0007281
1734,GO:0007283
1735,GO:0048232
1736,GO:0045229
1737,GO:0044087
1738,GO:0017148
1739,GO:0044703
1740,GO:0009566
1741,GO:0051726
1742,GO:0007399
1743,GO:0050768
1744,GO:0007409
1745,GO:0048812
1746,GO:0007411
1747,GO:0097485
1748,GO:0050808
1749,GO:0007420
1750,GO:0035239
1751,GO:0035295
1752,GO:0045596
1753,GO:0007507
1754,GO:0061061
1755,GO:0019218
1756,GO:0048580
1757,GO:0046890
1758,GO:0032368
1759,GO:0046883
1760,GO:0007568
1761,GO:0007584
1762,GO:0050878
1763,GO:0021700
1764,GO:0007596
1765,GO:0007599
1766,GO:0050817
1767,GO:0007600
1768,GO:0007601
1769,GO:0050953
1770,GO:0007602
1771,GO:0009583
1772,GO:0007605
1773,GO:0050954
1774,GO:0007606
1775,GO:0007608
1776,GO:0007611
1777,GO:0050890
1778,GO:0007612
1779,GO:0007613
1780,GO:0048511
1781,GO:0007626
1782,GO:0009416
1783,GO:1903522
1784,GO:0008017
1785,GO:0015631
1786,GO:0008021
1787,GO:0070382
1788,GO:0008022
1789,GO:0044550
1790,GO:0008064
1791,GO:0030832
1792,GO:0110053
1793,GO:0016407
1794,GO:0042578
1795,GO:0008083
1796,GO:0010970
1797,GO:0008097
1798,GO:0019843
1799,GO:0008121
1800,GO:0016681
1801,GO:0008137
1802,GO:0050136
1803,GO:0140297
1804,GO:0016782
1805,GO:2000113
1806,GO:0019903
1807,GO:0016741
1808,GO:0008173
1809,GO:0008176
1810,GO:0008194
1811,GO:0016757
1812,GO:0008199
1813,GO:0008200
1814,GO:0016248
1815,GO:0008201
1816,GO:1901681
1817,GO:0016125
1818,GO:0008216
1819,GO:0008219
1820,GO:0008233
1821,GO:0017171
1822,GO:0008242
1823,GO:0008252
1824,GO:0008253
1825,GO:0008270
1826,GO:0008276
1827,GO:0048522
1828,GO:0008285
1829,GO:0008295
1830,GO:0016895
1831,GO:0070727
1832,GO:0008299
1833,GO:0044242
1834,GO:0008320
1835,GO:0022884
1836,GO:0140318
1837,GO:1904680
1838,GO:0043565
1839,GO:0031032
1840,GO:0030534
1841,GO:0032102
1842,GO:0008360
1843,GO:0022604
1844,GO:0032535
1845,GO:0022836
1846,GO:0008406
1847,GO:0008425
1848,GO:0030580
1849,GO:0016769
1850,GO:0008495
1851,GO:0030594
1852,GO:0022804
1853,GO:0008509
1854,GO:0090482
1855,GO:0015077
1856,GO:0015145
1857,GO:0017004
1858,GO:0009678
1859,GO:0043225
1860,GO:0042626
1861,GO:0042910
1862,GO:0048638
1863,GO:0051963
1864,GO:0018205
1865,GO:0008614
1866,GO:0042816
1867,GO:0008615
1868,GO:0042819
1869,GO:0008616
1870,GO:0042455
1871,GO:0046116
1872,GO:1901068
1873,GO:0097190
1874,GO:0097193
1875,GO:0016877
1876,GO:0015749
1877,GO:0008649
1878,GO:0140102
1879,GO:0016436
1880,GO:0062105
1881,GO:0008653
1882,GO:0008655
1883,GO:0034654
1884,GO:0043094
1885,GO:0008659
1886,GO:0016810
1887,GO:0008661
1888,GO:0008685
1889,GO:0008693
1890,GO:0008716
1891,GO:0008760
1892,GO:0008763
1893,GO:0047661
1894,GO:0016880
1895,GO:0008821
1896,GO:0016840
1897,GO:0008839
1898,GO:0008855
1899,GO:0008883
1900,GO:0008897
1901,GO:0016661
1902,GO:0008961
1903,GO:0008963
1904,GO:0008966
1905,GO:0008988
1906,GO:0016435
1907,GO:0008990
1908,GO:0009019
1909,GO:0009039
1910,GO:0009041
1911,GO:0009052
1912,GO:0009056
1913,GO:0009060
1914,GO:0045333
1915,GO:0009061
1916,GO:0046395
1917,GO:0009082
1918,GO:0009085
1919,GO:0009086
1920,GO:0009088
1921,GO:0009089
1922,GO:0046451
1923,GO:0009097
1924,GO:0009098
1925,GO:0009099
1926,GO:0009102
1927,GO:0042364
1928,GO:0009103
1929,GO:0033692
1930,GO:0009106
1931,GO:0009107
1932,GO:0009110
1933,GO:0009113
1934,GO:0046112
1935,GO:1901657
1936,GO:0009119
1937,GO:0009123
1938,GO:0009124
1939,GO:1901293
1940,GO:1901292
1941,GO:0009126
1942,GO:0009127
1943,GO:0009129
1944,GO:0009130
1945,GO:0009133
1946,GO:0009135
1947,GO:0009138
1948,GO:0009139
1949,GO:0009141
1950,GO:0009142
1951,GO:0009143
1952,GO:0009144
1953,GO:0009145
1954,GO:0009147
1955,GO:0009148
1956,GO:0009259
1957,GO:0009394
1958,GO:0009260
1959,GO:0009265
1960,GO:0009264
1961,GO:0009156
1962,GO:0009161
1963,GO:0009157
1964,GO:0009162
1965,GO:0009163
1966,GO:0034404
1967,GO:1901659
1968,GO:0034656
1969,GO:1901658
1970,GO:0009167
1971,GO:0009173
1972,GO:0009176
1973,GO:0009179
1974,GO:0009185
1975,GO:0009186
1976,GO:0009189
1977,GO:0009196
1978,GO:0009199
1979,GO:0009200
1980,GO:0009201
1981,GO:0009202
1982,GO:0009204
1983,GO:0009205
1984,GO:0009208
1985,GO:0009211
1986,GO:0009218
1987,GO:0009219
1988,GO:0009228
1989,GO:0042724
1990,GO:0009229
1991,GO:0042357
1992,GO:0009231
1993,GO:0042727
1994,GO:0009233
1995,GO:0009234
1996,GO:0009235
1997,GO:0009236
1998,GO:0009240
1999,GO:0046490
2000,GO:0009312
2001,GO:0009245
2002,GO:0046493
2003,GO:1901271
2004,GO:0046467
2005,GO:0009249
2006,GO:0009252
2007,GO:0044038
2008,GO:0009254
2009,GO:0046653
2010,GO:0046654
2011,GO:0019693
2012,GO:0009262
2013,GO:0009263
2014,GO:0009266
2015,GO:0031669
2016,GO:0042594
2017,GO:0009415
2018,GO:0009279
2019,GO:0019867
2020,GO:0009288
2021,GO:0042995
2022,GO:0043228
2023,GO:0009295
2024,GO:0030031
2025,GO:0035592
2026,GO:0009308
2027,GO:0009309
2028,GO:0009310
2029,GO:0009314
2030,GO:0009317
2031,GO:0009318
2032,GO:0070069
2033,GO:0009331
2034,GO:0009349
2035,GO:1902495
2036,GO:1905347
2037,GO:0009376
2038,GO:0031597
2039,GO:1904949
2040,GO:0009378
2041,GO:0009379
2042,GO:0033202
2043,GO:0009380
2044,GO:0009381
2045,GO:0016434
2046,GO:0016667
2047,GO:0019692
2048,GO:0046434
2049,GO:0009399
2050,GO:0071941
2051,GO:0009405
2052,GO:0044419
2053,GO:0098754
2054,GO:0009408
2055,GO:0009409
2056,GO:0009411
2057,GO:0009423
2058,GO:0046417
2059,GO:0009425
2060,GO:0009432
2061,GO:0031668
2062,GO:0009435
2063,GO:0046185
2064,GO:0009438
2065,GO:0042823
2066,GO:0036260
2067,GO:0009536
2068,GO:0009506
2069,GO:0009507
2070,GO:0009512
2071,GO:0031012
2072,GO:0009521
2073,GO:0009522
2074,GO:0009523
2075,GO:0009526
2076,GO:0042170
2077,GO:0009532
2078,GO:0009535
2079,GO:0055035
2080,GO:0009539
2081,GO:0009570
2082,GO:0009579
2083,GO:0009581
2084,GO:0051606
2085,GO:0009582
2086,GO:0009615
2087,GO:0009617
2088,GO:0009612
2089,GO:0051607
2090,GO:0009636
2091,GO:0042752
2092,GO:0009651
2093,GO:0071555
2094,GO:0015399
2095,GO:0042742
2096,GO:0042435
2097,GO:0042537
2098,GO:0031969
2099,GO:0009719
2100,GO:0009725
2101,GO:0009743
2102,GO:0009746
2103,GO:0033993
2104,GO:0097305
2105,GO:0014070
2106,GO:0034284
2107,GO:0009749
2108,GO:0015977
2109,GO:0019685
2110,GO:0009767
2111,GO:0022900
2112,GO:0009772
2113,GO:0009790
2114,GO:0050832
2115,GO:0042445
2116,GO:0009853
2117,GO:0044403
2118,GO:0009889
2119,GO:0019222
2120,GO:0009890
2121,GO:0009892
2122,GO:0009891
2123,GO:0009893
2124,GO:0009894
2125,GO:0009895
2126,GO:0009896
2127,GO:0009897
2128,GO:0098552
2129,GO:0098562
2130,GO:2000241
2131,GO:2000243
2132,GO:0009941
2133,GO:0043200
2134,GO:0010647
2135,GO:0010648
2136,GO:0009982
2137,GO:0009986
2138,GO:0009991
2139,GO:0010008
2140,GO:0010038
2141,GO:0019827
2142,GO:0046889
2143,GO:0016137
2144,GO:0032262
2145,GO:1904062
2146,GO:0010212
2147,GO:1901698
2148,GO:0010181
2149,GO:0032553
2150,GO:0031347
2151,GO:0010243
2152,GO:0030091
2153,GO:0030198
2154,GO:0080134
2155,GO:0034220
2156,GO:0048878
2157,GO:0031099
2158,GO:0065003
2159,GO:0055088
2160,GO:0019207
2161,GO:2000377
2162,GO:0010675
2163,GO:0062014
2164,GO:0099402
2165,GO:0044085
2166,GO:0046873
2167,GO:0098662
2168,GO:0032412
2169,GO:0043067
2170,GO:0080135
2171,GO:0062013
2172,GO:0140056
2173,GO:0010383
2174,GO:0044036
2175,GO:0010389
2176,GO:1902749
2177,GO:0010410
2178,GO:0051171
2179,GO:0016604
2180,GO:0045595
2181,GO:0045597
2182,GO:0010466
2183,GO:0045861
2184,GO:0051346
2185,GO:0052547
2186,GO:0065009
2187,GO:0010494
2188,GO:0010498
2189,GO:0010506
2190,GO:0010507
2191,GO:0031330
2192,GO:0010508
2193,GO:0051924
2194,GO:0060341
2195,GO:0046425
2196,GO:0050730
2197,GO:0045860
2198,GO:0050731
2199,GO:1903362
2200,GO:0010562
2201,GO:0051174
2202,GO:0010563
2203,GO:0090068
2204,GO:0034661
2205,GO:0120032
2206,GO:0010594
2207,GO:0010632
2208,GO:0010634
2209,GO:1902115
2210,GO:0043488
2211,GO:0010821
2212,GO:0010638
2213,GO:0051130
2214,GO:0010639
2215,GO:0051129
2216,GO:0043066
2217,GO:0042981
2218,GO:0043065
2219,GO:0010921
2220,GO:0010923
2221,GO:0010720
2222,GO:0060284
2223,GO:0010721
2224,GO:1902531
2225,GO:1902533
2226,GO:1902532
2227,GO:0043270
2228,GO:0043271
2229,GO:0010769
2230,GO:0010770
2231,GO:0045785
2232,GO:0034762
2233,GO:0034764
2234,GO:0034763
2235,GO:0019722
2236,GO:1905952
2237,GO:0051172
2238,GO:0045934
2239,GO:0043085
2240,GO:0045936
2241,GO:0035303
2242,GO:0051336
2243,GO:0051345
2244,GO:0035305
2245,GO:0010941
2246,GO:0010942
2247,GO:0010948
2248,GO:0010950
2249,GO:0010952
2250,GO:0052548
2251,GO:0010951
2252,GO:0045862
2253,GO:0043269
2254,GO:0072507
2255,GO:0033047
2256,GO:0044070
2257,GO:0030705
2258,GO:0032955
2259,GO:0010975
2260,GO:0045664
2261,GO:0010976
2262,GO:0031346
2263,GO:0045666
2264,GO:0010977
2265,GO:0045665
2266,GO:0090092
2267,GO:0043068
2268,GO:0012505
2269,GO:0012506
2270,GO:0030658
2271,GO:0030660
2272,GO:0030662
2273,GO:0050767
2274,GO:0014069
2275,GO:0099572
2276,GO:0014074
2277,GO:0048634
2278,GO:0098727
2279,GO:0045184
2280,GO:0015035
2281,GO:0015074
2282,GO:0051119
2283,GO:0015252
2284,GO:0022803
2285,GO:0022834
2286,GO:0015293
2287,GO:0015297
2288,GO:0015298
2289,GO:0042625
2290,GO:0015629
2291,GO:0015630
2292,GO:0015669
2293,GO:0015671
2294,GO:0098661
2295,GO:0098739
2296,GO:1901264
2297,GO:0071715
2298,GO:0034219
2299,GO:0015849
2300,GO:0031503
2301,GO:0051180
2302,GO:1901678
2303,GO:0015889
2304,GO:0042908
2305,GO:0044391
2306,GO:0015936
2307,GO:0015937
2308,GO:0034030
2309,GO:0034033
2310,GO:0015939
2311,GO:0015940
2312,GO:0015942
2313,GO:0015979
2314,GO:0015985
2315,GO:1902600
2316,GO:0015986
2317,GO:0015994
2318,GO:0015995
2319,GO:0031224
2320,GO:0016032
2321,GO:0071840
2322,GO:0016053
2323,GO:0016054
2324,GO:0071482
2325,GO:0016075
2326,GO:0016114
2327,GO:1901616
2328,GO:0016149
2329,GO:0016151
2330,GO:0016168
2331,GO:0046906
2332,GO:0016197
2333,GO:0016202
2334,GO:1901861
2335,GO:0043169
2336,GO:0016226
2337,GO:0031163
2338,GO:0016236
2339,GO:0016241
2340,GO:0016247
2341,GO:0016259
2342,GO:0016260
2343,GO:0016282
2344,GO:0070993
2345,GO:0016772
2346,GO:0016323
2347,GO:0016324
2348,GO:0061134
2349,GO:0070603
2350,GO:0045765
2351,GO:0140104
2352,GO:0032446
2353,GO:0016571
2354,GO:0016573
2355,GO:0018393
2356,GO:0016579
2357,GO:0016592
2358,GO:0016597
2359,GO:0016607
2360,GO:0016675
2361,GO:0016679
2362,GO:0016701
2363,GO:0051213
2364,GO:0016725
2365,GO:0016730
2366,GO:0016746
2367,GO:0016748
2368,GO:0016796
2369,GO:0016817
2370,GO:0016825
2371,GO:0016835
2372,GO:0016855
2373,GO:0016869
2374,GO:0016893
2375,GO:0016894
2376,GO:0019783
2377,GO:0016984
2378,GO:0016992
2379,GO:0016998
2380,GO:0016999
2381,GO:0017144
2382,GO:0031267
2383,GO:0019904
2384,GO:0034703
2385,GO:0017076
2386,GO:0017080
2387,GO:0017137
2388,GO:0017124
2389,GO:0032269
2390,GO:0060627
2391,GO:1903305
2392,GO:0018202
2393,GO:0018209
2394,GO:0018198
2395,GO:0018022
2396,GO:0018394
2397,GO:0018193
2398,GO:0018298
2399,GO:0018105
2400,GO:0018106
2401,GO:0043687
2402,GO:0018995
2403,GO:0019001
2404,GO:0019012
2405,GO:0019013
2406,GO:0044423
2407,GO:0019028
2408,GO:0019030
2409,GO:0019031
2410,GO:0036338
2411,GO:0019048
2412,GO:0044003
2413,GO:0019049
2414,GO:0030682
2415,GO:0044068
2416,GO:0019056
2417,GO:0039656
2418,GO:0052026
2419,GO:0044766
2420,GO:0019062
2421,GO:0044650
2422,GO:0019064
2423,GO:0039663
2424,GO:0019065
2425,GO:0075509
2426,GO:0019076
2427,GO:0035891
2428,GO:0019079
2429,GO:0019083
2430,GO:0019134
2431,GO:0019208
2432,GO:0019216
2433,GO:0019217
2434,GO:0019221
2435,GO:0019253
2436,GO:0019262
2437,GO:0019264
2438,GO:0019276
2439,GO:0019277
2440,GO:0019284
2441,GO:0071267
2442,GO:0019288
2443,GO:0019682
2444,GO:0046364
2445,GO:0044275
2446,GO:0046174
2447,GO:0019363
2448,GO:0019362
2449,GO:0072525
2450,GO:0043173
2451,GO:0034440
2452,GO:0019405
2453,GO:0019430
2454,GO:0098869
2455,GO:0019478
2456,GO:0019464
2457,GO:0046416
2458,GO:0043102
2459,GO:0019509
2460,GO:0019556
2461,GO:0043606
2462,GO:0019557
2463,GO:0019563
2464,GO:0019684
2465,GO:0043545
2466,GO:0042592
2467,GO:0019730
2468,GO:0019825
2469,GO:0019835
2470,GO:0019871
2471,GO:0019877
2472,GO:0019897
2473,GO:0019898
2474,GO:0019902
2475,GO:0051235
2476,GO:0019935
2477,GO:0043632
2478,GO:0020002
2479,GO:0033644
2480,GO:0033655
2481,GO:0033643
2482,GO:0044406
2483,GO:0020037
2484,GO:0030036
2485,GO:0022408
2486,GO:0051961
2487,GO:0051960
2488,GO:0051962
2489,GO:0022406
2490,GO:0022407
2491,GO:0022409
2492,GO:0050793
2493,GO:0022613
2494,GO:0071826
2495,GO:0022625
2496,GO:0022627
2497,GO:0022898
2498,GO:0032409
2499,GO:0055080
2500,GO:0030018
2501,GO:0030027
2502,GO:0030029
2503,GO:0030030
2504,GO:0030054
2505,GO:0030060
2506,GO:0048534
2507,GO:0030100
2508,GO:0030117
2509,GO:0030133
2510,GO:0030135
2511,GO:0030139
2512,GO:0099503
2513,GO:0030145
2514,GO:0030162
2515,GO:0051246
2516,GO:0030170
2517,GO:0070279
2518,GO:0090329
2519,GO:0030176
2520,GO:0031227
2521,GO:0030177
2522,GO:0061041
2523,GO:0043062
2524,GO:0030243
2525,GO:0030246
2526,GO:0071806
2527,GO:0030259
2528,GO:0070085
2529,GO:0030278
2530,GO:0042597
2531,GO:0030288
2532,GO:0030546
2533,GO:0030307
2534,GO:0045927
2535,GO:0030308
2536,GO:0045926
2537,GO:0031975
2538,GO:2000145
2539,GO:2000147
2540,GO:2000146
2541,GO:1903008
2542,GO:0030424
2543,GO:0043005
2544,GO:0030425
2545,GO:0030426
2546,GO:0030430
2547,GO:0033646
2548,GO:0030433
2549,GO:0036503
2550,GO:0043161
2551,GO:0030435
2552,GO:0043934
2553,GO:0030496
2554,GO:0090287
2555,GO:0090288
2556,GO:0050770
2557,GO:0048640
2558,GO:0120114
2559,GO:0060090
2560,GO:0048562
2561,GO:0031072
2562,GO:0030545
2563,GO:0060326
2564,GO:0046436
2565,GO:0046144
2566,GO:0030641
2567,GO:0030659
2568,GO:0052200
2569,GO:0030683
2570,GO:0050690
2571,GO:0030684
2572,GO:0030687
2573,GO:0060589
2574,GO:0030856
2575,GO:0032956
2576,GO:0030833
2577,GO:1901879
2578,GO:0051494
2579,GO:0051495
2580,GO:1902905
2581,GO:0032273
2582,GO:0050670
2583,GO:0050864
2584,GO:0050671
2585,GO:0031420
2586,GO:0030956
2587,GO:0030964
2588,GO:0098655
2589,GO:0030976
2590,GO:0030983
2591,GO:0046677
2592,GO:0046578
2593,GO:1901891
2594,GO:0031047
2595,GO:0031056
2596,GO:0070507
2597,GO:1902903
2598,GO:0031119
2599,GO:0043628
2600,GO:0120036
2601,GO:0031225
2602,GO:0031300
2603,GO:1902493
2604,GO:0031253
2605,GO:0031256
2606,GO:0043086
2607,GO:0051251
2608,GO:0050870
2609,GO:0098573
2610,GO:0032592
2611,GO:1990351
2612,GO:0044089
2613,GO:0051051
2614,GO:0051050
2615,GO:0031344
2616,GO:0031396
2617,GO:1903320
2618,GO:1903322
2619,GO:0032270
2620,GO:0043177
2621,GO:0097708
2622,GO:1903311
2623,GO:1903312
2624,GO:0050684
2625,GO:0042393
2626,GO:0031514
2627,GO:0034708
2628,GO:0031554
2629,GO:0031564
2630,GO:2001257
2631,GO:0140030
2632,GO:0045202
2633,GO:0031625
2634,GO:0044389
2635,GO:0031640
2636,GO:0031644
2637,GO:0044057
2638,GO:0031647
2639,GO:0051716
2640,GO:0071496
2641,GO:0070887
2642,GO:0042651
2643,GO:0031901
2644,GO:0031902
2645,GO:0048167
2646,GO:0060968
2647,GO:0031960
2648,GO:0048545
2649,GO:0031974
2650,GO:0031984
2651,GO:0031982
2652,GO:0043227
2653,GO:0043233
2654,GO:0040011
2655,GO:0034605
2656,GO:0032954
2657,GO:0032006
2658,GO:0045335
2659,GO:0050714
2660,GO:0050796
2661,GO:0044782
2662,GO:0045727
2663,GO:0045935
2664,GO:0051053
2665,GO:0051054
2666,GO:0043433
2667,GO:0043393
2668,GO:0051100
2669,GO:0051099
2670,GO:0051651
2671,GO:0032153
2672,GO:0032182
2673,GO:0033044
2674,GO:2001251
2675,GO:2001252
2676,GO:0050804
2677,GO:0051049
2678,GO:0051648
2679,GO:0051650
2680,GO:0032259
2681,GO:0032261
2682,GO:0051248
2683,GO:0051247
2684,GO:0046887
2685,GO:0032300
2686,GO:0032309
2687,GO:0032355
2688,GO:0042822
2689,GO:0032386
2690,GO:0032388
2691,GO:0044092
2692,GO:0032411
2693,GO:0044093
2694,GO:0034765
2695,GO:0032414
2696,GO:0034767
2697,GO:0051640
2698,GO:0032434
2699,GO:0061136
2700,GO:2000058
2701,GO:1901800
2702,GO:0070647
2703,GO:0032465
2704,GO:0051781
2705,GO:1901652
2706,GO:0032496
2707,GO:0045185
2708,GO:0043666
2709,GO:0090066
2710,GO:0050795
2711,GO:0032543
2712,GO:0032549
2713,GO:0032555
2714,GO:1901654
2715,GO:0097060
2716,GO:1903555
2717,GO:0032680
2718,GO:0043462
2719,GO:0032781
2720,GO:0032784
2721,GO:1903364
2722,GO:0051249
2723,GO:0051250
2724,GO:0045619
2725,GO:0099568
2726,GO:0032868
2727,GO:0043434
2728,GO:0071375
2729,GO:0032870
2730,GO:0071310
2731,GO:0071495
2732,GO:0032872
2733,GO:0043408
2734,GO:0070302
2735,GO:0043409
2736,GO:0032874
2737,GO:0043410
2738,GO:0070304
2739,GO:0032879
2740,GO:0032880
2741,GO:0032886
2742,GO:0051983
2743,GO:0140352
2744,GO:0032944
2745,GO:0070663
2746,GO:0032946
2747,GO:0070665
2748,GO:0032970
2749,GO:0051205
2750,GO:0033108
2751,GO:0032989
2752,GO:0032990
2753,GO:0051179
2754,GO:0045580
2755,GO:0042129
2756,GO:0043484
2757,GO:0051253
2758,GO:0033135
2759,GO:0033157
2760,GO:0051223
2761,GO:1903827
2762,GO:0033177
2763,GO:0033178
2764,GO:0046683
2765,GO:0051173
2766,GO:0033281
2767,GO:0033290
2768,GO:0051098
2769,GO:0042744
2770,GO:0033365
2771,GO:0033500
2772,GO:0033647
2773,GO:0033648
2774,GO:0044414
2775,GO:0043549
2776,GO:0033674
2777,GO:0051348
2778,GO:0051347
2779,GO:0033862
2780,GO:0033865
2781,GO:0033866
2782,GO:0043069
2783,GO:0052031
2784,GO:0052040
2785,GO:0097747
2786,GO:0034097
2787,GO:0051259
2788,GO:0043087
2789,GO:0043900
2790,GO:0034330
2791,GO:0034357
2792,GO:0034401
2793,GO:0061630
2794,GO:0062197
2795,GO:0034612
2796,GO:0034614
2797,GO:1901701
2798,GO:0034755
2799,GO:1904064
2800,GO:0035150
2801,GO:0035296
2802,GO:1903706
2803,GO:1903707
2804,GO:1903708
2805,GO:0097502
2806,GO:0035304
2807,GO:0045937
2808,GO:0048858
2809,GO:0035335
2810,GO:0035384
2811,GO:0035435
2812,GO:0071345
2813,GO:0045766
2814,GO:1901342
2815,GO:0071902
2816,GO:0071901
2817,GO:0035529
2818,GO:0043242
2819,GO:0071692
2820,GO:0035596
2821,GO:0050497
2822,GO:0098732
2823,GO:0044409
2824,GO:0042493
2825,GO:0071241
2826,GO:1901699
2827,GO:0035725
2828,GO:0070848
2829,GO:0071363
2830,GO:0051704
2831,GO:0035770
2832,GO:0055076
2833,GO:0035792
2834,GO:0043190
2835,GO:0035821
2836,GO:0071248
2837,GO:0035890
2838,GO:0052126
2839,GO:0052204
2840,GO:0044362
2841,GO:0071407
2842,GO:0071417
2843,GO:0035998
2844,GO:0051066
2845,GO:0035999
2846,GO:0036064
2847,GO:1901269
2848,GO:0075136
2849,GO:0036218
2850,GO:0072657
2851,GO:0036230
2852,GO:0036265
2853,GO:0046777
2854,GO:0036294
2855,GO:0071453
2856,GO:0071396
2857,GO:0036361
2858,GO:0072659
2859,GO:0043487
2860,GO:0101005
2861,GO:0039507
2862,GO:0039502
2863,GO:0039503
2864,GO:0060339
2865,GO:0075114
2866,GO:0052170
2867,GO:0075528
2868,GO:0052562
2869,GO:0039506
2870,GO:0052055
2871,GO:0052056
2872,GO:0052029
2873,GO:0039653
2874,GO:0039657
2875,GO:0075111
2876,GO:0039654
2877,GO:0044800
2878,GO:0046718
2879,GO:0075733
2880,GO:0039694
2881,GO:0046755
2882,GO:0040012
2883,GO:0040013
2884,GO:0040017
2885,GO:0048639
2886,GO:0042025
2887,GO:0042026
2888,GO:2001057
2889,GO:0050863
2890,GO:0042132
2891,GO:0042157
2892,GO:0042158
2893,GO:0042176
2894,GO:0042177
2895,GO:0042254
2896,GO:0042273
